Business Name,Industry,Lead Priority,Physical Address,City,State,ZIP,Phone,Email,Website,Contact Name,Contact Title,Estimated Fleet Size,Why They Are a Good Prospect,Active Business Evidence,Source 1,Source 2,Verification Date
Arcus Restoration,Restoration (Water/Fire/Storm),B,1271 N Holtzclaw Ave # 104,Chattanooga,TN,37406,(423) 708-7517,Not publicly available,arcusrestoration.com,Not publicly available,Not publicly available,Not publicly verified,Multi-state emergency restoration company (TN and AL) implies frequent long-distance highway driving,Confirmed active via official website and business listings,Company website,Business directory listing,2026-09-02
Rytech Restoration of Greater Chattanooga,Restoration (Water/Mold),A,9460 Factory St,Ooltewah,TN,37363,(423) 896-2808,Not publicly available,chattanooga.rytechinc.com,Ralph Falavinha,Owner,Not publicly verified,National restoration franchise covering TN and North Georgia; dispatch fleet drives extensive highway miles daily,Confirmed active via official website and business listings,BBB profile,Company website,2026-09-02
City of Chattanooga - Public Works Dept. (Fleet Management Division),Municipal Government,A,1250 Market St,Chattanooga,TN,37402,(423) 643-6311,Not publicly available,chattanooga.gov/government/public-works,Not publicly available,Not publicly available,"City-wide vehicle fleet; Fleet Division named to national ""100 Best Fleets"" list",City-owned fleet across all departments; Fleet Division nationally recognized,Confirmed active via official website and business listings,City press release,Chamber business listing,2026-09-02
Hamilton County Government - Procurement and Fleet Management Dept.,County Government,A,455 North Highland Park Ave (McDaniel Bldg),Chattanooga,TN,37404,(423) 209-6350,Not publicly available,hamiltontn.gov/Department_Procurement.aspx,Not publicly available,Not publicly available,Not publicly verified,Centralized fleet management office for the county; direct decision-maker for fleet vendor relationships,Confirmed active via official website and business listings,Official county department page,Hamilton County Procurement Rules PDF,2026-09-02
Hamilton County Highway Department,County Government (Public Works),A,7625 Standifer Gap Rd,Chattanooga,TN,37421,(423) 209-5050,Not publicly available,hamiltontn.gov/Department_Highway.aspx,Not publicly available,Not publicly available,Not publicly verified,Maintains county government vehicles and 880 miles of roads; heavy-vehicle-use department,Confirmed active via official website and business listings,Official county department page,Directory listing,2026-09-02
Hamilton County Schools - Transportation Department,K-12 School Transportation,A,3074 Hickory Valley Rd,Chattanooga,TN,37421,(423) 498-7020,Not publicly available,hcde.org,Not publicly available,Not publicly available,Not publicly verified (large countywide school bus fleet),School bus windshields face constant chip/crack damage; large fleet with dedicated transportation hotline,Confirmed active via official website and business listings,Official department directory,Official operations page,2026-09-02
CARTA (Chattanooga Area Regional Transportation Authority),Public Transportation,A,1617 Wilcox Blvd,Chattanooga,TN,37406,(423) 629-1411,Not publicly available,gocarta.org,Not publicly available,Not publicly available,Not publicly verified,Public transit fleet of buses/vans requires windshield replacement and ADAS recalibration; has vendor-facing Business Center,Confirmed active via official website and business listings,Official website,Wikipedia entry,2026-09-02
Hamilton County Sheriff's Office (Administration),County Government (Law Enforcement),B,600 Market St,Chattanooga,TN,37402,(423) 622-0022,Not publicly available,hcsheriff.gov,Not publicly available,Not publicly available,Not publicly verified,Patrol and administrative vehicle fleet requires regular glass service and recalibration,Confirmed active via official website and business listings,Official website,Public non-emergency numbers page,2026-09-02
University of Tennessee at Chattanooga - Facilities/Transportation Services,University,B,615 McCallie Ave,Chattanooga,TN,37403,(423) 425-4521,Not publicly available,utc.edu/finance-and-administration/facilities-planning-and-management,Not publicly available,Not publicly available,Not publicly verified,Operates campus Transportation Services/Motor Pool with university-owned vehicles,Confirmed active via official website and business listings,Official facilities page,Official transportation services page,2026-09-02
Chattanooga State Community College - Facilities Safety & Maintenance,Community College,B,4501 Amnicola Hwy,Chattanooga,TN,37406,(423) 697-4400,Not publicly available,chattanoogastate.edu/facilities-safety-maintenance,Not publicly available,Not publicly available,Not publicly verified,Dedicated facilities/maintenance department likely operates campus service vehicles,Confirmed active via official website and business listings,Official department page,Yelp business listing,2026-09-02
Erlanger Health System,Hospital System,A,975 E Third St,Chattanooga,TN,37403,(423) 778-7000,Not publicly available,erlanger.org,Not publicly available,Not publicly available,Not publicly verified,Region's largest teaching hospital system; large facilities operation typically running courier maintenance and shuttle vehicles,Confirmed active via official website and business listings,Official website,Chattanooga Chamber directory,2026-09-02
CHI Memorial Hospital (Chattanooga),Hospital System,B,2525 De Sales Ave,Chattanooga,TN,37404,(423) 495-2525,Not publicly available,commonspirit.org,Not publicly available,Not publicly available,Not publicly verified,Major hospital campus; facilities departments at this scale typically run maintenance and shuttle vehicles,Confirmed active via official website and business listings,Official location page,Healthgrades facility listing,2026-09-02
Parkridge Medical Center,Hospital System,B,2333 McCallie Ave,Chattanooga,TN,37404,(423) 698-6061,Not publicly available,parkridgehealth.com,Not publicly available,Not publicly available,275-bed acute care hospital (facilities fleet not publicly verified),275-bed hospital with facilities division likely maintaining service vehicles,Confirmed active via official website and business listings,Official locations page,Yelp business listing,2026-09-02
EPB (Electric Power Board of Chattanooga),Utility (Electric/Fiber),A,10 West M.L. King Blvd,Chattanooga,TN,37402,1-800-747-5048,customerservice@epb.net,epb.com,Not publicly available,Not publicly available,Not publicly verified,"City-owned electric/fiber utility serving 178,000+ customers over 3,650 miles of line; heavy-duty utility fleet (bucket/line trucks) is a strong mobile-glass fit",Confirmed active via official website and business listings,Wikipedia entry,TVA local power company profile,2026-09-02
Tennessee American Water,Utility (Water),B,109 Wiehl St,Chattanooga,TN,37403,866-736-6420,Not publicly available,amwater.com/tnaw,Not publicly available,Not publicly available,Not publicly verified,"Largest investor-owned water utility in TN serving approx. 380,000 people; field service trucks are a fit",Confirmed active via official website and business listings,Official contact page,Chattanooga Chamber member directory,2026-09-02
Goodwill Industries of the Greater Chattanooga Area,Large Nonprofit (Donated Goods),B,6104 Preservation Dr,Chattanooga,TN,37416,(423) 629-2501,Not publicly available,goodwillchatt.org,Not publicly available,Not publicly available,Not publicly verified,HQ runs donation pickup logistics across multiple store locations; regular box-truck/van fleet use,Confirmed active via official website and business listings,Official website,Chattanooga Chamber directory,2026-09-02
Habitat for Humanity of Greater Chattanooga Area (ReStore),Large Nonprofit (Home Building),C,1201 E Main St,Chattanooga,TN,37408,(423) 634-1004,Not publicly available,habichatt.org/restore,Not publicly available,Not publicly available,Not publicly verified,Runs donation pickup service (truck fleet) plus construction vehicles for home builds across Hamilton County,Confirmed active via official website and business listings,Official ReStore/pickups pages,Habitat affiliate directory,2026-09-02
Chattanooga Area Food Bank,Large Nonprofit (Food Distribution),B,2009 Curtain Pole Rd,Chattanooga,TN,37406,(423) 622-1800,Not publicly available,chattfoodbank.org,Not publicly available,Not publicly available,Not publicly verified,Operates home-delivery mobile pantry and partner-distribution logistics across a 200+ partner network; regular delivery-truck fleet,Confirmed active via official website and business listings,Official website,Feeding America network directory,2026-09-02
Sunbelt Rentals,Equipment Rental,A,4075 S Access Rd,Chattanooga,TN,37406,(423) 893-0521,Not publicly available,sunbeltrentals.com,Not publicly available,Not publicly available,Not publicly verified,National rental branch running daily flatbed/box-truck deliveries to jobsites; high highway/off-road windshield wear,Confirmed active via official website and business listings,Official branch page,Yellow Pages listing,2026-09-02
Herc Rentals,Equipment Rental,A,1913 E 24th St Pl,Chattanooga,TN,37404,(423) 624-6955,Not publicly available,hercrentals.com,Not publicly available,Not publicly available,Not publicly verified,National equipment rental branch with daily local delivery routes,Confirmed active via official website and business listings,Official branch page,BBB profile,2026-09-02
United Rentals,Equipment Rental,A,3611 Amnicola Hwy,Chattanooga,TN,37406,(423) 376-1893,Not publicly available,unitedrentals.com,Not publicly available,Not publicly available,Not publicly verified,Major national rental fleet with branch delivery trucks,Confirmed active via official website and business listings,Official branch page,Yellow Pages listing,2026-09-02
EquipmentShare,Equipment Rental,B,4840 Geminus Dr,Chattanooga,TN,37416,(423) 497-1122,Not publicly available,equipmentshare.com,Not publicly available,Not publicly available,Not publicly verified,Regional heavy-equipment rental branch with delivery/service trucks,Confirmed active via official website and business listings,Official location page,Yellow Pages listing,2026-09-02
Power Equipment Company,Equipment Rental/Dealer,B,4295 Bonny Oaks Dr,Chattanooga,TN,37406,(423) 894-1870,Not publicly available,powerequipco.com,Not publicly available,Not publicly available,Not publicly verified,Heavy forestry/construction/road equipment dealer covering multi-state territory with service and delivery trucks,Confirmed active via official website and business listings,Official website,Yelp listing,2026-09-02
Action Rental & Sales of Chattanooga,Equipment Rental,B,6509 Lee Hwy,Chattanooga,TN,37421,(423) 894-0644,Not publicly available,actionrentals.com,Not publicly available,Not publicly available,Not publicly verified,Locally owned since 1988; daily local delivery of equipment and event/party rentals,Confirmed active via official website and business listings,Official website,Yelp listing,2026-09-02
THS Foodservice Inc.,Food/Restaurant Supply Distribution,A,801 E 12th St,Chattanooga,TN,37403,(423) 267-3821,Not publicly available,thsfs.com,Not publicly available,Not publicly available,Not publicly verified,Locally owned foodservice/restaurant supply distributor for 50+ years delivering to restaurants and institutions daily,Confirmed active via official website and business listings,Official website,Business directory listing,2026-09-02
Chattanooga Coca-Cola Bottling Company,Beverage Distribution,A,2111 W Shepherd Rd,Chattanooga,TN,37421,(423) 624-4681,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Bottler/distributor with large route-delivery truck fleet to retail accounts,Confirmed active via official website and business listings,Chamber directory,BBB beverage-distribution category,2026-09-02
Carter Distributing Company,Beer/Wine/Spirits Distribution,A,1305 Broad St,Chattanooga,TN,37402,(423) 266-0056,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,"Beer/wine/spirits wholesaler serving 1,200+ accounts since 1959; sizable delivery fleet",Confirmed active via official website and business listings,Active FMCSA carrier record,Business listing,2026-09-02
Wholesale Beverages,Beverage Distribution,B,537 Market St Ste 100,Chattanooga,TN,37402,(423) 267-5691,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Beverage wholesaler delivering to bars restaurants and retail,Confirmed active via official website and business listings,BBB profile (A+ rating),Chamber directory,2026-09-02
Tennessee Crown Distributing Co.,Beverage Distribution,A,3875 N Hawthorne St,Chattanooga,TN,37406,(423) 629-7121,Not publicly available,tennesseecrown.com,Not publicly available,Not publicly available,Not publicly verified,Regional beverage distributor with branded delivery-truck routes,Confirmed active via official website and business listings,Official website,Business directory listing,2026-09-02
TriStar Beverage of Chattanooga (Hand Family Companies),Beverage Distribution,A,200 Shearer St,Soddy-Daisy,TN,37379,(423) 332-5500,Not publicly available,handfamilycompanies.com,Not publicly available,Not publicly available,Not publicly verified,Regional multi-brand beverage distributor with active delivery routes,Confirmed active via official website and business listings,Official website,Chamber directory,2026-09-02
Fulex 3PL (Chattanooga Fulfillment Center),Food/Supplement Fulfillment & Distribution,C,2700 Riverside Dr,Chattanooga,TN,37406,(423) 690-8100,Not publicly available,fulex.com,Not publicly available,Not publicly available,Not publicly verified,FDA-certified 3PL warehouse handling food/supplement outbound shipping with outbound shipping vans,Official website,Official website,,2026-09-02
ABC Supply Co.,Building Supply Wholesale Distribution,A,2225 Polymer Dr,Chattanooga,TN,37421,(423) 553-1082,Not publicly available,abcsupply.com,Not publicly available,Not publicly available,Not publicly verified,North America's largest wholesale building-materials distributor; daily contractor deliveries by box/boom trucks,Confirmed active via official website and business listings,Yelp listing,Official website,2026-09-02
Ferguson Waterworks,Plumbing/Waterworks Wholesale Distribution,A,4100 Amnicola Hwy,Chattanooga,TN,37406,(423) 629-1755,Not publicly available,ferguson.com,Not publicly available,Not publicly available,Not publicly verified,National wholesale plumbing/waterworks distributor branch with large daily contractor-delivery fleet,Confirmed active via official website and business listings,Official branch page,BBB profile,2026-09-02
SiteOne Landscape Supply (Ooltewah),Landscape/Agricultural Wholesale Distribution,B,6815 Mountain View Rd,Ooltewah,TN,37363,(423) 238-7273,Not publicly available,siteone.com,Not publicly available,Not publicly available,Not publicly verified,Largest national wholesale landscape-supply distributor with delivery trucks to landscape/ag contractors,Confirmed active via official website and business listings,Official store page,Yelp listing,2026-09-02
EMJ Corporation,Real Estate Development/Construction,B,6148 Lee Hwy Ste 300,Chattanooga,TN,37421,(423) 855-1550,Not publicly available,emjcorp.com,Not publicly available,Not publicly available,Not publicly verified,Chattanooga-based real estate development and construction firm running project trucks/site vehicles,Confirmed active via official website and business listings,Official website,Chattanooga Chamber directory,2026-09-02
Chattanooga Housing Authority,Large Real Estate (Public Housing),A,801 N Holtzclaw Ave,Chattanooga,TN,37404,(423) 752-4893,Not publicly available,chahousing.org,Not publicly available,Not publicly available,Not publicly verified,Public housing authority managing numerous properties citywide; sizable maintenance-truck fleet visiting sites daily,Confirmed active via official website and business listings,Official website,Yelp listing,2026-09-02
Paden Tree People,Tree Service,B,7611 Hixson Pike,Chattanooga,TN,37343,(423) 326-9104,Not publicly available,padentreepeople.com,Not publicly available,Not publicly available,Not publicly verified,24/7 crews running bucket/chip trucks to storm and removal jobs county-wide; high debris/rock-chip exposure,Confirmed active via official website and business listings,Official website,Google/Yelp listings,2026-09-02
Common Ground Tree Service LLC,Tree Service,B,2629 Simpson Ave,Chattanooga,TN,37415,(423) 602-0466,Not publicly available,commongroundchattanoogatreeservice.com,Samuel Manzer,Owner,Not publicly verified,ISA-certified arborist crew running trucks/chippers to residential and commercial jobs daily,Confirmed active via official website and business listings,BBB profile,Yelp listing,2026-09-02
Lumberjacks Tree Service,Tree Service,A,4123 Cromwell Rd,Chattanooga,TN,37421,(423) 760-8733,Not publicly available,lumberjackstn.com,Not publicly available,Not publicly available,Two-location operation (also 4165 Bonny Oaks Dr),Two-location tree/hardwood operation with BBB A+ rating since 2012,Confirmed active via official website and business listings,BBB profile,Yelp listing,2026-09-02
Ray Lawns,Landscaping,C,9375 Standifer Gap Rd,Ooltewah,TN,37363,(423) 618-4477,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Local mowing/lawn crew driving daily routes throughout east Hamilton County,Yelp listing,Yelp listing,,2026-09-02
Ooltewah Nursery & Landscaping Co.,Landscaping,C,5829 Main St,Collegedale,TN,37363,(423) 238-9775,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Nursery/landscaping operation with delivery trucks and install crews,Confirmed active via official website and business listings,City of Collegedale business directory,Yellow Pages,2026-09-02
Landscape Workshop - Chattanooga Branch,Landscaping,A,3903 Volunteer Dr # B,Chattanooga,TN,37416,(423) 899-1212,Not publicly available,landscapeworkshop.com,Not publicly available,Not publicly available,Not publicly verified,Leading commercial grounds-maintenance branch with large installed crew fleet,Confirmed active via official website and business listings,Chattanooga Chamber directory,Company branch page,2026-09-02
Arrow Exterminators - Chattanooga Service Center,Pest Control,A,3501 Amnicola Hwy,Chattanooga,TN,37406,(423) 629-7378,Not publicly available,arrowexterminators.com,Not publicly available,Not publicly available,Not publicly verified,Multi-technician branded van fleet running daily residential/commercial routes,Confirmed active via official website and business listings,Official branch page,Yelp listing,2026-09-02
Cook's Pest Control - Chattanooga Branch,Pest Control,A,2000 Amnicola Hwy,Chattanooga,TN,37406,(423) 629-2563,Not publicly available,cookspest.com,Not publicly available,Not publicly available,Not publicly verified,Large regional pest chain with high-volume technician truck fleet on daily routes,Confirmed active via official website and business listings,Official branch page,Pest Control Reviews directory,2026-09-02
Perfect Blend Pest Solutions,Pest Control,B,6104 Ooltewah Georgetown Rd Ste B,Ooltewah,TN,37363,(423) 966-2847,Not publicly available,perfectblendpestsolutions.com,Not publicly available,Not publicly available,Not publicly verified,Family-owned local pest firm serving Chattanooga/Signal Mtn with daily route trucks,Confirmed active via official website and business listings,Official website,Pest Crews directory,2026-09-02
Chattanooga Termite Control,Pest Control,B,1800 E 29th St,Chattanooga,TN,37415,(423) 205-2282,Not publicly available,chattanoogatermites.com,Not publicly available,Not publicly available,Not publicly verified,Locally owned termite/pest firm with technician trucks covering East Ridge and Signal Mountain,Confirmed active via official website and business listings,Official website,Official contact page,2026-09-02
Massey Services,Pest Control,A,4315 N Creek Rd,Chattanooga,TN,37406,(423) 892-5950,Not publicly available,masseyservices.com,Not publicly available,Not publicly available,Not publicly verified,National pest chain branch with dedicated technician van fleet,Official branch page,Official branch page,,2026-09-02
Impact Facility Solutions LLC,Property Maintenance,A,832 Georgia Ave Ste 345,Chattanooga,TN,37402,(423) 645-0830,Not publicly available,impactfacilitysolutions.com,Not publicly available,Not publicly available,Not publicly verified,Multi-service commercial firm (janitorial landscaping pressure washing lot striping) with large vehicle/crew fleet,Confirmed active via official website and business listings,Chattanooga Chamber directory,Official website,2026-09-02
Walden Security,Security,A,100 E 10th St Ste 400,Chattanooga,TN,37402,800-846-4350,Not publicly available,waldensecurity.com,Not publicly available,Not publicly available,Not publicly verified,Chattanooga-headquartered security firm running roving patrol vehicles and install vans across the region,Confirmed active via official website and business listings,BBB profile,Official locations page,2026-09-02
Chattanooga Fire Protection Inc.,Fire Protection,A,1818 Broad St,Chattanooga,TN,37408,(423) 265-1772,Not publicly available,chattanoogafire.com,Not publicly available,Not publicly available,Not publicly verified,Locally owned since 1945; sprinkler/alarm install and inspection trucks traveling to commercial sites countywide,Confirmed active via official website and business listings,BBB profile,Official website,2026-09-02
PCM Fire Sprinklers,Fire Protection,B,3755 Pilot Point,Chattanooga,TN,37416,(423) 954-8827,Not publicly available,pcmfire.com,Not publicly available,Not publicly available,Not publicly verified,Local sprinkler sales/service/install company with technician trucks visiting commercial buildings,Official website,Official website,,2026-09-02
Evernest Property Management - Chattanooga,Property Management,A,1418 McCallie Ave,Chattanooga,TN,37404,(423) 648-7368,support@evernest.co,evernest.co,Not publicly available,Not publicly available,Not publicly verified,National PM firm's local office with in-house maintenance team driving to managed properties daily,Confirmed active via official website and business listings,BBB profile,Official contact page,2026-09-02
PMI Chattanooga,Property Management,A,6720 Heritage Business Ct Ste 601,Chattanooga,TN,37421,(423) 708-6407,info@pmichattanooga.com,chattanoogapropertymanagementinc.com,Not publicly available,Not publicly available,Not publicly verified,Full-service residential/commercial/multifamily PM firm with maintenance vehicles servicing properties county-wide,Confirmed active via official website and business listings,Yelp listing,Official website,2026-09-02
Chattanooga Property Management LLC,Property Management,B,1504 S Smith St,Chattanooga,TN,Not publicly verified,(423) 208-9444,office@chattanoogapm.com,chattanoogapm.com,Not publicly available,Not publicly available,Not publicly verified,Offers 24/7 maintenance response with in-house repair techs driving between rental properties,Confirmed active via official website and business listings,Yelp listing,Official website,2026-09-02
Ray's Towing Service,Towing,A,3003 Dayton Blvd,Red Bank,TN,37415,(423) 875-6694,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Over 30 years in business; 24-hour towing operation with wreckers exposed to daily road incidents,Active BBB and Yelp listings; USDOT-registered carrier,BBB profile,USDOT/FMCSA carrier record,2026-09-02
River City Landscaping,Landscaping,B,7434 Davis Mill Cir,Harrison,TN,37341,(423) 250-3884,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,A+ BBB-rated landscape contractor with crew trucks/trailers traveling to job sites daily,BBB A+ accredited listing,BBB profile,Yellow Pages listing,2026-09-02
J.P Landscaping and Excavation,Landscaping / Excavation,B,8236 Harrison Bay Rd,Harrison,TN,37341,(423) 883-0720,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Combined landscaping and excavation contractor; crew and equipment-hauling trucks on job sites daily,Active Yellow Pages/business directory listing,Yellow Pages listing,Business directory listing,2026-09-02
R & D Wrecker Service,Towing,A,5605 Hixson Pike,Hixson,TN,37343,(423) 877-8698,Not publicly available,rdwrecker.com,Not publicly available,Not publicly available,Not publicly verified,24/7 nationwide-capable towing/recovery operation based in Hixson; wreckers exposed to daily highway incidents,BBB profile; active company site with 24/7 hours,BBB profile,Company website,2026-09-02
Classic Collision (Hixson Pike),Collision Repair / Body Shop,A,5520 Hixson Pike,Hixson,TN,37343,(423) 843-9950,Not publicly available,classiccollision.com,Not publicly available,Not publicly available,Not publicly verified,Third Hamilton County location of a multi-site collision chain that already advertises glass replacement; referral/overflow partner,Active corporate location page,Company website,,2026-09-02
Gas Appliances Unlimited,HVAC / Gas Appliance Install & Repair,B,5604 Highway 153,Hixson,TN,37343,(423) 877-6303,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Licensed HVAC/gas-appliance and septic install and repair contractor; service vehicles travel to residential/commercial jobs daily,Active business directory listing,Licensed Contractors directory,,2026-09-02
"Bell Heating and Air Conditioning, LLC",HVAC,B,12853 Old Dayton Pike,Soddy-Daisy,TN,37379,(423) 802-8837,Not publicly available,callbellheatingandair.com,Not publicly available,Not publicly available,Not publicly verified,Family-owned HVAC contractor based in Soddy-Daisy serving the wider Chattanooga area; service vans on the road daily,BBB profile,Company website,,2026-09-02
Wann Funeral Home & Cremation Center,Funeral Home,C,4000 Tennessee Ave,Chattanooga,TN,37409,(423) 821-7551,Not publicly available,wannfuneralhome.com,Not publicly available,Not publicly available,Not publicly verified,Funeral home with hearse/flower-van fleet,BBB profile; active company site,BBB profile,Yelp listing,2026-09-02
"Chattanooga Funeral Home, Crematory & Florist - Valley View Chapel",Funeral Home (multi-chapel chain),B,7414 Old Lee Hwy,Chattanooga,TN,37421,(423) 698-2541,Not publicly available,dignitymemorial.com,Not publicly available,Not publicly available,Not publicly verified,"Part of a multi-chapel funeral/crematory/florist chain; hearses, limos, and flower-delivery vans across locations",Active chain listing; open 24 hours,Dignity Memorial listing,Yelp listing,2026-09-02
"Chattanooga Funeral Home, Crematory & Florist - North Chapel",Funeral Home (multi-chapel chain),B,5401 Hwy 153,Hixson,TN,37343,(423) 698-2541,Not publicly available,dignitymemorial.com,Not publicly available,Not publicly available,Not publicly verified,Same multi-chapel chain; dedicated hearse/limo/flower-van fleet; co-located with Hamilton Memorial Gardens cemetery,Active chain listing; open 24 hours,Dignity Memorial listing,Yelp listing,2026-09-02
"Chattanooga Funeral Home, Crematory & Florist - East Chapel",Funeral Home (multi-chapel chain),B,404 S Moore Rd,East Ridge,TN,37412,(423) 698-2541,Not publicly available,dignitymemorial.com,Not publicly available,Not publicly available,Not publicly verified,Same multi-chapel chain; dedicated hearse/limo/flower-van fleet,Active chain listing; open 24 hours,Dignity Memorial listing,Chamber of Commerce directory,2026-09-02
ASP - America's Swimming Pool Company of Chattanooga,Pool Service,B,2401 Bachman St Ste 6,Chattanooga,TN,37406,(423) 454-2917,Not publicly available,asppoolco.com,Not publicly available,Not publicly available,Not publicly verified,Pool service vans run daily residential/commercial routes; part of a national franchise network,Active franchise location page,Yelp listing,,2026-09-02
Chattanooga Pool Services,Pool Service,B,7249 Aventine Way,Chattanooga,TN,37421,(423) 602-2999,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Locally run pool maintenance company with service vans on daily routes,Active Yelp listing with photos,Yelp listing,,2026-09-02
Pinnacle Pools and Spas,Pool Service / Pool Builder,B,6102 Shallowford Rd Ste 105,Chattanooga,TN,37421,(423) 358-1178,Not publicly available,pinnaclepoolsandspas.com,Not publicly available,Not publicly available,Not publicly verified,Pool builder and maintenance company; construction and service vehicles travel to job sites regionally,Active company site,Company website,,2026-09-02
Pop-A-Lock (Chattanooga franchise),Locksmith (Mobile),A,2288 Gunbarrel Rd Ste 154 PMB 228,Chattanooga,TN,37421,(423) 238-6736,Not publicly available,popalock.com,Not publicly available,Not publicly available,Not publicly verified,Mobile locksmith fleet dispatched throughout the county daily; national franchise with strong local presence,Active franchise request-service page,Company website,BBB category listing,2026-09-02
A-1 Security Locksmith,Locksmith (Mobile),A,3523 Hixson Pike,Chattanooga,TN,37415,(423) 870-9790,Not publicly available,a1securitylocksmithtn.com,Not publicly available,Not publicly available,Not publicly verified,24/7 mobile locksmith service with vehicles dispatched to residential/commercial/automotive calls daily,Active company site with 24/7 service page,Company website,,2026-09-02
Chattanooga Appliance,Appliance Repair (Mobile Service),B,5966 Dayton Blvd,Chattanooga,TN,37415,(423) 870-4339,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Appliance repair technicians drive service vehicles to homes/businesses daily,Active Yelp listing with posted hours,Yelp listing,,2026-09-02
Volunteer Appliance Service Co.,Appliance Repair (Mobile Service),B,2108 McBrien Rd,Chattanooga,TN,37412,(423) 867-4000,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Appliance repair technicians drive service vehicles to homes/businesses daily,Active Yelp listing with posted hours,Yelp listing,411/business directory listing,2026-09-02
Catering Company,Catering,C,1002 Hixson Pike,Chattanooga,TN,37405,(423) 265-4981,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Catering delivery vans run to event sites regularly,Active Yelp listing,Yelp listing,,2026-09-02
Brown Bag Catering,Catering,C,1924 Gunbarrel Rd,Chattanooga,TN,37421,(423) 443-7700,Not publicly available,brownbagnow.com,Not publicly available,Not publicly available,Not publicly verified,Catering/delivery vehicles run to corporate and event clients regularly,Active company site,Company website,,2026-09-02
Events with Taste,Catering,C,507A W 26th St,Chattanooga,TN,37408,(423) 508-8023,Not publicly available,ewtcaters.com,Not publicly available,Not publicly available,Not publicly verified,Catering/delivery vehicles run to corporate and event clients regularly,Active company site,Company website,,2026-09-02
S & T Signs,Sign Company / Printing,B,5814 Ringgold Rd Ste C,Chattanooga,TN,37412,(423) 296-8245,Not publicly available,signsinchattanooga.com,Not publicly available,Not publicly available,Not publicly verified,Sign shop explicitly offers vehicle wrap and fleet jobs plus delivery/installation vans; direct affinity with fleet-owning customers,Active company site since 20+ years in business,Company website,Yelp listing,2026-09-02
Ortwein Sign Company,Sign Company / Manufacturing,B,2806 E 50th St,Chattanooga,TN,37407,(423) 867-9208,Not publicly available,ortweinsign.com,Not publicly available,Not publicly available,Not publicly verified,"30,000 sq ft custom sign manufacturing facility with delivery/install vehicles",Active company site,Company website,,2026-09-02
Printing Plus Signs,Sign Company / Printing,C,1922 Dayton Blvd,Chattanooga,TN,37415,(423) 664-4164,Not publicly available,Not publicly available,Not publicly available,Not publicly available,Not publicly verified,Vehicle graphics and signage shop with install/delivery vehicles,Active Yelp listing,Yelp listing,,2026-09-02
QualityPRO Power Washing,Pressure Washing / Fleet Washing,B,3311 4th Ave,Chattanooga,TN,Not publicly verified,(423) 463-0376,Not publicly available,getpowerwashed.com,Not publicly available,Not publicly available,Not publicly verified,Explicitly offers fleet washing plus commercial pressure washing/window cleaning; natural cross-referral partner for a mobile fleet-service vendor,Active company site,Company website,Facebook business page,2026-09-02
True Shine Window Washers,Window Cleaning (Commercial),C,5600 Saint Elmo Ave,Chattanooga,TN,37409,(423) 503-8783,Not publicly available,trueshinewindowwashers.com,Not publicly available,Not publicly available,Not publicly verified,Commercial/high-rise window cleaning company with vehicles traveling to job sites daily,Active company site,Company website,,2026-09-02
