Business Name,Industry,City,State,ZIP,Street Address,Website,LinkedIn,Employees,Est. Revenue,US Locations,What They Do,Source,Verification Status
Chattanooga Exteriors,Construction,Chattanooga,TN,37405,179 Hamm Road,chattanoogaexteriors.com,https://www.linkedin.com/company/chattanooga-exteriors-&-renewals-by-andersen-of-chattanooga,11-50,1M-5M,1,"Chattanooga Exteriors provides superior solutions for homeowners who need assistance when it comes to renovating the exterior facade of their homes. By providing durable, low maintenance James Hardie Products in a manner that is professional yet innovative, they can add value and enduring beauty to ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Floor Care,Construction,Chattanooga,TN,37404,2513 East 19Th Street,chattfcs.com,https://www.linkedin.com/company/chattfcs,11-50,10M-25M,2,"Chattanooga Floor Care exists to bring concrete floors to life. Founded by Chattanooga natives Matt and Barry Jeffery in 2014, CFC is a family-owned and operated business that is proud to call Chattanooga home.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Hardwood Center,Wholesale Building Materials,Chattanooga,TN,37404,2420 East Main Street,chattanoogahardwood.com,https://www.linkedin.com/company/chattanooga-hardwood-center,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Heating & Air,Construction,Chattanooga,TN,37421,200 Brently Woods Drive,chattanoogaairconditioningrepair.com,https://www.linkedin.com/company/chattanoogaheatingair,1-10,1M-5M,1,"Chattanooga Heating & Air is a family-run heating and air conditioning company based in Chattanooga, TN, offering a wide range of HVAC contractor services to ensure your home is comfortable year round. Our services include air conditioning repair, heating, preventative maintenance, system replacemen","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"CHATTANOOGA LAND COMPANY, LLC",Construction,Chattanooga,TN,37402,832 Georgia Avenue,visitchattanooga.com,https://www.linkedin.com/company/chattanooga-land-company-llc,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Chattanooga Masonry, Inc",Construction,Chattanooga,TN,37416,6511 Middle Drive,chattanoogama.org,https://www.linkedin.com/company/chattanooga-masonry-inc,11-50,1M-5M,1,"Chattanooga Masonry, Inc is a construction company based out of 6511 MIDDLE DR, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Roofing Contractors,Construction,Chattanooga,TN,37404,2539 Mccallie Avenue,chattanoogacontractorsgroup.com,https://www.linkedin.com/company/chattanooga-roofing-contractors,11-50,10M-25M,2,"We are a residential and commercial roofing contractor that specializes in fluid applied roofing membranes, spray foam roofing, and roof restoration.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Chattanooga Sewing Machines, LLC",Construction,Chattanooga,TN,37421,2200 Hamilton Place Boulevard,chattanoogasewingmachines.com,https://www.linkedin.com/company/chattanooga-sewing-machines-llc,11-50,10M-25M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Stone Center,Wholesale Building Materials,Chattanooga,TN,37421,7731 Lee Highway,chattanoogastonecenter.com,https://www.linkedin.com/company/chattanooga-stone-center,11-50,10M-25M,1,"View Big Collection Paul Smith Shoes New York Sale Online | This Is The Best Place To Get Discount Nike Air Max 90 100% Genuine Guarantee, a Fabulous Collection Of The Latest Designs Converse Enjoy No Sales Tax Online Here!","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Chattanooga Trailer & Rental, Inc.",Truck Transportation,Chattanooga,TN,37421,7445 Lee Highway,chattanoogatrailer.com,https://www.linkedin.com/company/chattanooga-trailer-&-rental-inc.,11-50,5M-10M,3,"Chattanooga Trailer & Rental, Inc. is a full-service trailer dealership established in 1974. They offer a range of trailers from trusted brands like Sure-Trac, Felling, Cam Superline, and more for sale or lease. The company provides rental and leasing options for utility and equipment trailers, as w","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"CHATTANOOGA TREE SERVICE, INC.",Facilities Services,Chattanooga,TN,37421,8776 Igou Gap Road,chattanoogatree.com,https://www.linkedin.com/company/chattanooga-tree-service-inc.,1-10,500K-1M,1,We are The REAL Chattanooga Tree Service Inc. Your Chattanooga tree service experts since 1975.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Window Tinting,Construction,Chattanooga,TN,37421,5909 Lee Highway,chattanoogawindowtinting.com,https://www.linkedin.com/company/chattanooga-window-tinting,11-50,1M-5M,1,"Chattanooga Window Tinting, your solar control specialists.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chazler Inc,Construction,Chattanooga,TN,37421,104 Cedar Lane,chazler.com,https://www.linkedin.com/company/chazler-inc,1-10,1M-5M,1,"Chazler Inc is a construction company based out of 104 Cedar Ln, Chattanooga, TN, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chickamauga Construction,Construction,Chattanooga,TN,37415,3500 Lamar Avenue,chickamaugaconstruction.com,https://www.linkedin.com/company/chickamaugaconstruction,1-10,1M-5M,1,"Chickamauga Construction (CC) is a service disabled veteran owned company operating in the greater Chattanooga area. CC operations are centered on, excavation, land clearing, and concrete construction. The companys owner has over 20 years experience constructing mega projects all across the country ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chorba Contracting Corp,Construction,Chattanooga,TN,37406,2901 Riverport Road,chorbacontracting.com,https://www.linkedin.com/company/chorba-contracting-corp,11-50,10M-25M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Citadel Logistics, LLC",Truck Transportation,Chattanooga,TN,37405,100 Cherokee Boulevard Suite 308,citadellogistics.com,https://www.linkedin.com/company/citadel-logistics-llc,1-10,1M-5M,1,"Citadel Logistics is an exclusive agent with Landstar. Citadel Logistics is vying to be the preferred partner of the transportation chain for shippers and carriers alike. Through expert management, paramount service and unmatched technologies we feel we can minimize shipping cost while managing cust","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
City Scope Magazine,Construction,Chattanooga,TN,37402,629 Broad Street,cityscopemag.com,https://www.linkedin.com/company/city-scope-magazine,11-50,10M-25M,2,"CityScope Magazine is a magazine publishing company that covers lifestyle, fashion, and event news.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CityGreen Services,Environmental Services,Chattanooga,TN,37406,2713 Wood Avenue,citygreenservices.com,https://www.linkedin.com/company/citygreen-services,11-50,1M-5M,2,Our team is comprised of detail-oriented industry leaders that are certain to keep your properties in pristine condition. CityGreen Services has been providing premier landscape installation and maintenance services to our commercial and residential clients for over 20 years. We are committed to pro,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Clean Right Solutions, LLC",Facilities Services,Chattanooga,TN,37406,1140 Latta Street Suite 4,cleanrightsolutions.com,https://www.linkedin.com/company/clean-right-solutions,11-50,1M-5M,1,"We offer Commercial Cleaning for most facilities to include: - Office and Facility cleaning for nightly, weekly or a custom interval that works best for you. - Restroom Services to help keep your restrooms cleaned up, disinfected & stocked. - Commercial window cleaning - Commercial floor care and fl","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Clean Sweep inc,Facilities Services,Chattanooga,TN,37415,4100 Dayton Boulevard,cleansweepinc.com,https://www.linkedin.com/company/cleansweepinc,51-200,10M-25M,1,"One Call Does It All! We are nationally Certified Sweeping Company through NAPSA.com We sweep Roads ,Parking areas, Subdivisions,Municipalities. but most importantly, We Keep YOU looking Great! We are Available to meet your emergency needs 24/7 We are Who YOU call , When you don't Know WHO to call!","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CNE AFFORDABLE HOUSING LIMITED PARTNERSHIP V,Construction,Chattanooga,TN,37408,1500 Chestnut Street,cneinc.org,https://www.linkedin.com/company/cne-affordable-housing-limited-partnership-v,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Collier Construction,Construction,Chattanooga,TN,37405,901 Cherokee Boulevard Number A,collierbuild.com,https://www.linkedin.com/company/ethan-collier-construction-co,1-10,1M-5M,1,"Ethan Collier Construction Co is a construction company based out of 901 Cherokee Blvd # A, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Competition Athletic Surfaces,Construction,Chattanooga,TN,37406,3205 North Hawthorne Street,competitionathleticsurfaces.com,https://www.linkedin.com/company/competition-athletic-surfaces,1-10,1M-5M,1,"Competition Athletic Surfaces is a Construction company located in 3205 N Hawthorne St, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Concrete Connections,Construction,Chattanooga,TN,37403,871 Mccallie Avenue,concreteconnections.net,https://www.linkedin.com/company/concrete-connections,11-50,1M-5M,1,"Concrete Connections is Eau Claire Wisconsins premier decorative concrete company. Whether stained concrete, stamped concrete, stenciled concrete, exposed aggregate, or decorative concrete Concrete Connections in Eau Clairie Wisconsin, in the Chippewa Valley is your best choice.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Concrete Repair Specialist LLC,Construction,Chattanooga,TN,37404,2201 East Main Street,concreterepairspecialist.com,https://www.linkedin.com/company/concrete-repair-specialist-llc,1-10,1M-5M,1,"Concrete Repair Specialist is a locally owned company serving the greater Chattanooga area. We offer a range of decorative concrete installations from custom patios, driveway and pool decks to dock and warehouse repairs and chemically resistant coatings for industry. We also do polished concrete flo","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Concrete Surfaces Unlimited,Construction,Chattanooga,TN,37411,4116 Mayfair Avenue,concretesurfaces.net,https://www.linkedin.com/company/concrete-surfaces-unlimited,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Construction Consultants, Inc.",Construction,Chattanooga,TN,37404,1709 South Holtzclaw Avenue,design-and-build.com,https://www.linkedin.com/company/construction-consultants-inc-,11-50,1M-5M,1,Construction Consultants has been Chattanooga's design / build construction specialist since 1981. With a variety of projects throughout the southeast ranging from office buildings and tenant build-outs to medical buildings and mid rise hospitality developments. Our in-house design team along with o,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CORE Safety Group,Construction,Chattanooga,TN,37421,6148 Lee Highway,coresafety.com,https://www.linkedin.com/company/core-safety-group,51-200,10M-25M,3,"About CORE Safety QUALIFICATIONS: Our leadership members at CORE Safety Group have degrees in Occupational Safety Management and hold credentials that are certified through the Board of Certified Safety Professionals, such as: Certified Safety Professional (CSP) Construction Health and Safety Techni","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"CORNERSTONE FREIGHT, L.L.C.",Freight And Package Transportation,Chattanooga,TN,37421,103 Jordan Drive,cornerstonefreight.com,https://www.linkedin.com/company/cornerstone-freight-l.l.c.,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Corporate Medical Services, Powered by WorkforceQA",Truck Transportation,Chattanooga,TN,,5490 Dayton Boulevard,corporatemedicalservices.com,https://www.linkedin.com/company/corporate-medical-services,11-50,1M-5M,1,"Corporate Medical Services (CMS) and WorkforceQA have combined to provide a powerhouse for employee screening solutions. Together, we provide the best in background screening and drug testing for a wide range of industries. Our goal is to provide the fastest reporting times in the industry while als","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CourtTech USA,Construction,Chattanooga,TN,37415,3861 Hixson Pike,courttechusa.com,https://www.linkedin.com/company/courttech-usa,1-10,1M-5M,1,"Based on decades of experiences in the squash market, we know the secrets of success and how to translate them into successful and economical facilities. We have a passion for squash, and it translates into our products and service.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Covenant Trucking Inc,Construction,Chattanooga,TN,37419,400 Birmingham Highway,covenanttransport.com,https://www.linkedin.com/company/covenant-trucking-inc,11-50,5M-10M,15,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CRETESTAR,Construction,Chattanooga,TN,37408,2320 Gifford Street,cretestar.us,https://www.linkedin.com/company/crete-star,11-50,1M-5M,1,"CRETESTAR is Chattanooga, North Georgia, and North Alabama's leader in concrete coatings, stains, polishing and sealing for commercial, industrial, and residential customers.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Crown Subaru,Wholesale Motor Vehicles And Parts,Chattanooga,TN,37402,900 Riverfront Parkway,crownsubarutn.com,https://www.linkedin.com/company/crown-subaru,51-200,10M-25M,3,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CROXALL CONSTRUCTION COMPANY LLC,Construction,Chattanooga,TN,37406,2301 Riverside Drive,croxall.construction,https://www.linkedin.com/company/croxall-construction-company-llc,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CSI Construction Specification Institute Chattanooga Chapter,Construction,Chattanooga,TN,,,chattanoogacsi.org,https://www.linkedin.com/company/csi-construction-specification-institute-chattanooga-chapter,11-50,1M-5M,1,Check out the Chattanooga Chapter of CSI,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Curbed Construction,Construction,Chattanooga,TN,37408,623 East Main Street Suite 101,curbedconstruction.com,https://www.linkedin.com/company/curbed-construction,11-50,1M-5M,1,"Curbed Construction was formed out of necessity. As owners and developers ourselves, we were constantly looking for contractors who understood the unique needs of small to mid-sized commercial projects. We look to bridge the gap and make executing on your projects easier than ever. Let us keep your ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Dacus Moving and Restoration,Freight And Package Transportation,Chattanooga,TN,37407,3407 4Th Avenue,webs.com,https://www.linkedin.com/company/dacus-moving-and-restoration,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Dawson Lawn Service,Facilities Services,Chattanooga,TN,37421,6003 Pinehurst Avenue,dawsonlawnservice.net,https://www.linkedin.com/company/dawson-lawn-service,1-10,500K-1M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
DB Waterproofing LLC,Construction,Chattanooga,TN,37412,3614 Gleason Drive,dbwaterproofing.com,https://www.linkedin.com/company/db-waterproofing-llc,11-50,1M-5M,1,"DB Waterproofing LLC is a construction company based out of 3614 GLEASON DR, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
DBS Corporation - General Contractor,Construction,Chattanooga,TN,37402,537 Market Street Suite 402,dbscorporation.com,https://www.linkedin.com/company/dbs-corporation,51-200,10M-25M,1,"DBS Corporation is a Tennessee-based general contractor specializing in industrial, commercial and retail construction throughout the Southeast, Midwest, and mid-Atlantic United States. With 25 years of experience, DBS Corporation has gained a reputation in more than 20 states for conducting busines","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
DeFoor Brothers LLC,Construction,Chattanooga,TN,37402,801 Broad Street,defoorbrothers.com,https://www.linkedin.com/company/defoor-brothers-llc,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"DEXTER W. WHITE CONSTRUCTION, LLC",Construction,Chattanooga,TN,37408,2401 Broad Street,dexterwhiteconstruction.com,https://www.linkedin.com/company/dexter-w.-white-construction-llc,1-10,1M-5M,1,This is a paragraph. Donec gravida posuere arcu. Nulla facilisi. Phasellus imperdiet. Vestibulum at metus. Integer euismod. Nullam placerat rhoncus sapien. Ut,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Dillard Construction Inc,Construction,Chattanooga,TN,37402,1101 Broad Street,dillardconstruction.com,https://www.linkedin.com/company/dillard-construction-inc,11-50,10M-25M,2,"Dillard Construction Inc is a construction company based out of 1101 Broad Street STE 205, Chattanooga, TN","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Division One Services,Facilities Services,Chattanooga,TN,37421,5959 Shallowford Road 103,d-1services.com,https://www.linkedin.com/company/d-1services,11-50,1M-5M,1,Division-1 is a commercial cleaning business located in the Greater Chattanooga area. We provide quality service for facilities in Chattanooga and the surrounding cities. Our mission at Division-1 is simple: to provide high-quality services for our valued clients. Our team goes above and beyond to c,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Dm Tours,Truck Transportation,Chattanooga,TN,37412,1644 Springvale Road,dmtours.net,https://www.linkedin.com/company/dm-tours,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"DOCU-MED, LLC","Water, Waste, Steam, And Air Conditioning Services",Chattanooga,TN,37408,2114 Fort Street,documedllc.com,https://www.linkedin.com/company/docu-med-llc,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
DoorBaffles.com,Construction,Chattanooga,TN,,,doorbaffles.com,https://www.linkedin.com/company/doorbaffles.com,1-10,1M-5M,1,"For several years DoorBaffles.com has been designing, implementing and instructing customers on the misdiagnosed and often under emphasized dangers of doorway jamb to threshold entrapment, and the precautions home elevator owners should take to protect their children and grandchildren from these saf","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Double Ace Lawn Maintenance,Facilities Services,Chattanooga,TN,37416,9045 Waconda Shore Drive,doubleacelawn.com,https://www.linkedin.com/company/double-ace-lawn-maintenance,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Doug Yates Towing & Recovery, LLC",Truck Transportation,Chattanooga,TN,37407,2220 East 23Rd Street,yateswrecker.com,https://www.linkedin.com/company/doug-yates-towing-recovery-llc,51-200,10M-25M,7,"At Doug Yates Towing & Recovery, LLC, we strive to consistently provide the superior care and service that our customers have come to expect and maintain our distinction as ""The Heavy Duty Towing & Recovery Professionals"". As one of the premier vendors in the nation, we are recognized for a diverse ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"DWELL DESIGNED CONSTRUCTION, LLC",Construction,Chattanooga,TN,37404,1900 East Main Street,dwelldesignedconstruction.com,https://www.linkedin.com/company/dwell-designed-construction-llc,11-50,5M-10M,2,"DWELL DESIGNED CONSTRUCTION, LLC is a company based out of 1900 E MAIN ST, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Dyna-Tech Gutter Solutions,Facilities Services,Chattanooga,TN,37421,6234 Perimeter Drive Suite G102,dynatechgs.com,https://www.linkedin.com/company/dyna-tech-gutter-solutions,1-10,500K-1M,1,At Dyna-Tech Gutter Solutions we strive to provide you with quality workmanship at an affordable price. We are a locally owned small business with no corporate executives or board of directors wanting a portion of your hard-earned dollars. That allows us to keep our costs more affordable than the la,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
East Chattanooga Lumber & Supply Co.,Wholesale Building Materials,Chattanooga,TN,37406,1609 Elmendorf Street,eastchattanoogalumber.com,https://www.linkedin.com/company/east-chattanooga-lumber-&-supply-co-,11-50,10M-25M,1,"Chattanooga's premier dealer of quality building materials. Andersen Windows & James Hardie Siding, custom millwork shops and much more. Professional staff and large product offering to meet all your new construction and remodeling needs. Call us today - 423-648-5550","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
East Ridge Electric,Construction,Chattanooga,TN,37412,5715 Ringgold Road,eastridgeelectric.com,https://www.linkedin.com/company/east-ridge-electric,11-50,1M-5M,1,"Contact us at (844) 325-2887 in Chattanooga, TN, for services from an electrical contractor at our company.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
East Tennessee Electric,Construction,Chattanooga,TN,37421,6239 Airpark Drive,easttnelectric.net,https://www.linkedin.com/company/east-tennessee-electric,1-10,1M-5M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Ebus Inc,Truck Transportation,Chattanooga,TN,37421,7801 Lee Highway,fcebus.wixsite.com,https://www.linkedin.com/company/ebus-inc,11-50,1M-5M,1,Ebus provides retrofitting the buses from fossil fuel powered to battery-electric buses.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"ELDER'S ACE HARDWARE OF SOUTH KNOXVILLE, LLC",Wholesale Building Materials,Chattanooga,TN,37416,4921 Highway 58,eldershardware.com,https://www.linkedin.com/company/elder's-ace-hardware-of-south-knoxville-llc,11-50,10M-25M,1,Elder's ace hardware,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Electrician Chattanooga,Construction,Chattanooga,TN,37421,2626 Walker Road,chattanoogaelectricians.com,https://www.linkedin.com/company/electrician-chattanooga,1-10,1M-5M,1,"For more than 10 years, Foster Electric has been among the highest rated Chattanooga Electricians supplying residential, commercial, and industrial electrical services in the Chattanooga, TN area. Our commitment to you, the customer, is unsurpassed in the industry and your complete satisfaction is o","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Elevated Exteriors,Construction,Chattanooga,TN,37415,2118 Dayton Boulevard,elevatedexteriors.org,https://www.linkedin.com/company/elevatedexteriors,11-50,1M-5M,1,"At Elevated Exteriors, we strive to elevate and enrich the lives of those in our community through our unmatched customer service and dedication to each project we work on. Our high quality materials and professional workmanship help our customers bring their home improvement visions to life without","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Embark Project Services, LLC",Construction,Chattanooga,TN,37421,6234 Perimeter Drive Suite B102,embarkps.com,https://www.linkedin.com/company/embark-project-services-llc,11-50,1M-5M,1,"Embark provides Residential, Commercial, Plumbing, and Electrical Construction Services. With over 35 years of experience spanning all types of construction, we bring all parties together to ensure the clients vision is achieved in cost effective, coordinated manner with the highest quality. Simply,","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"ENVIRONMENTAL & HYGIENE SAFETY, INC",Environmental Services,Chattanooga,TN,37405,,ehsafety.com,https://www.linkedin.com/company/environmental-&-hygiene-safety-inc,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
EVS Inc. (Engineered Verdant Solutions),Environmental Services,Chattanooga,TN,37402,1604 Carter Street Suite 302,evsenvironmental.com,https://www.linkedin.com/company/evs-inc.-engineered-verdant-solutions-,1-10,500K-1M,1,"Committed to increasing the vegetation in, on and around our city buildings.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Express Dedicated LLC,Truck Transportation,Chattanooga,TN,37402,200 West Martin Luther King Boulevard,expressdedicated.com,https://www.linkedin.com/company/express-dedicated-llc,51-200,10M-25M,1,"Express Dedicated LLC is a premier company specializing in expedited high-value shipping services. We provide seamless, reliable shipping services with the right solutions to our global and domestic clients alike. In order to maintain the level of service.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Factory Sales Agency,Wholesale Building Materials,Chattanooga,TN,37421,5959 Shallowford Road Number 315,fsalighting.com,https://www.linkedin.com/company/factory-sales-agency,11-50,10M-25M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Faulkner Tree Services,Facilities Services,Chattanooga,TN,37402,106 West M L King Boulevard,faulknertreeservice.com,https://www.linkedin.com/company/faulkner-tree-services,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
FlyLock Security Solutions-Chattanooga,Facilities Services,Chattanooga,TN,37421,2212 Encompass Road Suite 166,flyinglocksmiths.com,https://www.linkedin.com/company/tflchattanooga,1-10,500K-1M,1,The Flying Locksmiths-Greater Chattanooga & NW Georgia are proud to be part of a 73- year old family owned business and the largest locksmith company in the country. We service both Commercial and Residential clients. Our services range from antique locks and keys to card access systems. We install ,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
